,slice_file_name,classID,fold
0,down/0.wav,0,down
1,down/1.wav,0,down
2,down/10.wav,0,down
3,down/100.wav,0,down
4,down/1000.wav,0,down
5,down/1001.wav,0,down
6,down/1002.wav,0,down
7,down/1003.wav,0,down
8,down/1004.wav,0,down
9,down/1005.wav,0,down
10,down/1006.wav,0,down
11,down/1007.wav,0,down
12,down/1008.wav,0,down
13,down/1009.wav,0,down
14,down/101.wav,0,down
15,down/1010.wav,0,down
16,down/1011.wav,0,down
17,down/1012.wav,0,down
18,down/1013.wav,0,down
19,down/1014.wav,0,down
20,down/1015.wav,0,down
21,down/1016.wav,0,down
22,down/1017.wav,0,down
23,down/1018.wav,0,down
24,down/1019.wav,0,down
25,down/102.wav,0,down
26,down/1020.wav,0,down
27,down/1021.wav,0,down
28,down/1022.wav,0,down
29,down/1023.wav,0,down
30,down/1024.wav,0,down
31,down/1025.wav,0,down
32,down/1026.wav,0,down
33,down/1027.wav,0,down
34,down/1028.wav,0,down
35,down/1029.wav,0,down
36,down/103.wav,0,down
37,down/1030.wav,0,down
38,down/1031.wav,0,down
39,down/1032.wav,0,down
40,down/1033.wav,0,down
41,down/1034.wav,0,down
42,down/1035.wav,0,down
43,down/1036.wav,0,down
44,down/1037.wav,0,down
45,down/1038.wav,0,down
46,down/1039.wav,0,down
47,down/104.wav,0,down
48,down/1040.wav,0,down
49,down/1041.wav,0,down
50,down/1042.wav,0,down
51,down/1043.wav,0,down
52,down/1044.wav,0,down
53,down/1045.wav,0,down
54,down/1046.wav,0,down
55,down/1047.wav,0,down
56,down/1048.wav,0,down
57,down/1049.wav,0,down
58,down/105.wav,0,down
59,down/1050.wav,0,down
60,down/1051.wav,0,down
61,down/1052.wav,0,down
62,down/1053.wav,0,down
63,down/1054.wav,0,down
64,down/1055.wav,0,down
65,down/1056.wav,0,down
66,down/1057.wav,0,down
67,down/1058.wav,0,down
68,down/1059.wav,0,down
69,down/106.wav,0,down
70,down/1060.wav,0,down
71,down/1061.wav,0,down
72,down/1062.wav,0,down
73,down/1063.wav,0,down
74,down/1064.wav,0,down
75,down/1065.wav,0,down
76,down/1066.wav,0,down
77,down/1067.wav,0,down
78,down/1068.wav,0,down
79,down/1069.wav,0,down
80,down/107.wav,0,down
81,down/1070.wav,0,down
82,down/1071.wav,0,down
83,down/1072.wav,0,down
84,down/1073.wav,0,down
85,down/1074.wav,0,down
86,down/1075.wav,0,down
87,down/1076.wav,0,down
88,down/1077.wav,0,down
89,down/1078.wav,0,down
90,down/1079.wav,0,down
91,down/108.wav,0,down
92,down/1080.wav,0,down
93,down/1081.wav,0,down
94,down/1082.wav,0,down
95,down/1083.wav,0,down
96,down/1084.wav,0,down
97,down/1085.wav,0,down
98,down/1086.wav,0,down
99,down/1087.wav,0,down
100,down/1088.wav,0,down
101,down/1089.wav,0,down
102,down/109.wav,0,down
103,down/1090.wav,0,down
104,down/1091.wav,0,down
105,down/1092.wav,0,down
106,down/1093.wav,0,down
107,down/1094.wav,0,down
108,down/1095.wav,0,down
109,down/1096.wav,0,down
110,down/1097.wav,0,down
111,down/1098.wav,0,down
112,down/1099.wav,0,down
113,down/11.wav,0,down
114,down/110.wav,0,down
115,down/1100.wav,0,down
116,down/1101.wav,0,down
117,down/1102.wav,0,down
118,down/1103.wav,0,down
119,down/1104.wav,0,down
120,down/1105.wav,0,down
121,down/1106.wav,0,down
122,down/1107.wav,0,down
123,down/1108.wav,0,down
124,down/1109.wav,0,down
125,down/111.wav,0,down
126,down/1110.wav,0,down
127,down/1111.wav,0,down
128,down/1112.wav,0,down
129,down/1113.wav,0,down
130,down/1114.wav,0,down
131,down/1115.wav,0,down
132,down/1116.wav,0,down
133,down/1117.wav,0,down
134,down/1118.wav,0,down
135,down/1119.wav,0,down
136,down/112.wav,0,down
137,down/1120.wav,0,down
138,down/1121.wav,0,down
139,down/1122.wav,0,down
140,down/1123.wav,0,down
141,down/1124.wav,0,down
142,down/1125.wav,0,down
143,down/1126.wav,0,down
144,down/1127.wav,0,down
145,down/1128.wav,0,down
146,down/1129.wav,0,down
147,down/113.wav,0,down
148,down/1130.wav,0,down
149,down/1131.wav,0,down
150,down/1132.wav,0,down
151,down/1133.wav,0,down
152,down/1134.wav,0,down
153,down/1135.wav,0,down
154,down/1136.wav,0,down
155,down/1137.wav,0,down
156,down/1138.wav,0,down
157,down/1139.wav,0,down
158,down/114.wav,0,down
159,down/1140.wav,0,down
160,down/1141.wav,0,down
161,down/1142.wav,0,down
162,down/1143.wav,0,down
163,down/1144.wav,0,down
164,down/1145.wav,0,down
165,down/1146.wav,0,down
166,down/1147.wav,0,down
167,down/1148.wav,0,down
168,down/1149.wav,0,down
169,down/115.wav,0,down
170,down/1150.wav,0,down
171,down/1151.wav,0,down
172,down/1152.wav,0,down
173,down/1153.wav,0,down
174,down/1154.wav,0,down
175,down/1155.wav,0,down
176,down/1156.wav,0,down
177,down/1157.wav,0,down
178,down/1158.wav,0,down
179,down/1159.wav,0,down
180,down/116.wav,0,down
181,down/1160.wav,0,down
182,down/1161.wav,0,down
183,down/1162.wav,0,down
184,down/1163.wav,0,down
185,down/1164.wav,0,down
186,down/1165.wav,0,down
187,down/1166.wav,0,down
